stimulus,stimulustwo,sound,correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instrucciones.started,text.started,instrucciones.stopped,imagenes.started,sonido.started,left_image.started,right_image.started,trial_mouse.started,imagenes.stopped,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.corr,trial_mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
pato.png,gato.png,pato.wav,left_image,0,0,0,0,1.0561422429746017,,0.007325002981815487,0.023800877999747172,1.0034933029965032,1.0130389679979999,1.0406320169015089,1.0561422429746017,1.0561422429746017,0.03697341799852438,2.63318895798875,[0.14444444444444443],[0.08777777777777777],[1],[0],[0],[1.5950408930075355],[1],['left_image'],114841,001,2024-03-04_01h44.32.480,experimento,2023.2.3,91.61074510771134,2024-03-04 01h44.39.740329 +0100,
rata.png,rana.png,rana.wav,right_image,0,1,1,1,2.6945122039760463,,,,,2.634766260976903,2.69298112350225,2.6945122039760463,2.6945122039760463,0.05038671498186886,4.209192251990316,[-0.17777777777777778],[-0.008888888888888889],[0],[0],[0],[1.5236670279991813],[1],['right_image'],114841,001,2024-03-04_01h44.32.480,experimento,2023.2.3,91.61074510771134,2024-03-04 01h44.39.740329 +0100,
